product,store,date,demand
current meter_2,Store_4,2024-03-11,82
current meter_2,Store_4,2024-03-18,90
current meter_2,Store_4,2024-03-25,109
current meter_2,Store_4,2024-04-01,71
current meter_2,Store_4,2024-04-08,94
current meter_2,Store_4,2024-04-15,103
current meter_2,Store_4,2024-04-22,86
current meter_2,Store_4,2024-04-29,90
current meter_2,Store_4,2024-05-06,93
current meter_2,Store_4,2024-05-13,108
current meter_2,Store_4,2024-05-20,88
current meter_2,Store_4,2024-05-27,93
current meter_2,Store_4,2024-06-03,90
current meter_2,Store_4,2024-06-10,115
current meter_2,Store_4,2024-06-17,114
current meter_2,Store_5,2024-02-26,115
current meter_2,Store_5,2024-03-04,110
current meter_2,Store_5,2024-03-11,92
current meter_2,Store_5,2024-03-18,104
current meter_2,Store_5,2024-03-25,122
current meter_2,Store_5,2024-04-01,85
current meter_2,Store_5,2024-04-08,101
current meter_2,Store_5,2024-04-15,123
current meter_2,Store_5,2024-04-22,95
current meter_2,Store_5,2024-04-29,99
current meter_2,Store_5,2024-05-06,111
current meter_2,Store_5,2024-05-13,117
current meter_2,Store_5,2024-05-20,100
current meter_2,Store_5,2024-05-27,103
current meter_2,Store_5,2024-06-03,108
current meter_2,Store_5,2024-06-10,122
current meter_2,Store_5,2024-06-17,123
current meter_2,Store_6,2024-02-26,178
current meter_2,Store_6,2024-03-04,169
current meter_2,Store_6,2024-03-11,149
current meter_2,Store_6,2024-03-18,165
current meter_2,Store_6,2024-03-25,184
current meter_2,Store_6,2024-04-01,136
current meter_2,Store_6,2024-04-08,164
current meter_2,Store_6,2024-04-15,183
current meter_2,Store_6,2024-04-22,150
current meter_2,Store_6,2024-04-29,161
current meter_2,Store_6,2024-05-06,170
current meter_2,Store_6,2024-05-13,180
current meter_2,Store_6,2024-05-20,158
current meter_2,Store_6,2024-05-27,164
current meter_2,Store_6,2024-06-03,166
current meter_2,Store_6,2024-06-10,188
current meter_2,Store_6,2024-06-17,188
current meter_2,Store_7,2024-02-26,86
current meter_2,Store_7,2024-03-04,78
current meter_2,Store_7,2024-03-11,57
current meter_2,Store_7,2024-03-18,68
current meter_2,Store_7,2024-03-25,93
current meter_2,Store_7,2024-04-01,47
current meter_2,Store_7,2024-04-08,70
current meter_2,Store_7,2024-04-15,89
current meter_2,Store_7,2024-04-22,65
current meter_2,Store_7,2024-04-29,67
current meter_2,Store_7,2024-05-06,73
current meter_2,Store_7,2024-05-13,91
current meter_2,Store_7,2024-05-20,67
current meter_2,Store_7,2024-05-27,69
current meter_2,Store_7,2024-06-03,70
current meter_2,Store_7,2024-06-10,99
current meter_2,Store_7,2024-06-17,99
current meter_2,Store_8,2024-02-26,156
current meter_2,Store_8,2024-03-04,155
current meter_2,Store_8,2024-03-11,128
current meter_2,Store_8,2024-03-18,136
current meter_2,Store_8,2024-03-25,169
current meter_2,Store_8,2024-04-01,124
current meter_2,Store_8,2024-04-08,133
current meter_2,Store_8,2024-04-15,166
current meter_2,Store_8,2024-04-22,142
current meter_2,Store_8,2024-04-29,133
current meter_2,Store_8,2024-05-06,146
current meter_2,Store_8,2024-05-13,166
current meter_2,Store_8,2024-05-20,142
current meter_2,Store_8,2024-05-27,137
current meter_2,Store_8,2024-06-03,143
current meter_2,Store_8,2024-06-10,173
current meter_2,Store_8,2024-06-17,177
current meter_3,Store_1,2024-02-26,40
current meter_3,Store_1,2024-03-04,31
current meter_3,Store_1,2024-03-11,15
current meter_3,Store_1,2024-03-18,26
current meter_3,Store_1,2024-03-25,44
current meter_3,Store_1,2024-04-01,3
current meter_3,Store_1,2024-04-08,28
current meter_3,Store_1,2024-04-15,41
current meter_3,Store_1,2024-04-22,17
current meter_3,Store_1,2024-04-29,25
current meter_3,Store_1,2024-05-06,29
current meter_3,Store_1,2024-05-13,42
current meter_3,Store_1,2024-05-20,23
current meter_3,Store_1,2024-05-27,28
current meter_3,Store_1,2024-06-03,27
current meter_3,Store_1,2024-06-10,50
current meter_3,Store_1,2024-06-17,51
current meter_3,Store_2,2024-02-26,109
current meter_3,Store_2,2024-03-04,102
current meter_3,Store_2,2024-03-11,84
current meter_3,Store_2,2024-03-18,89
current meter_3,Store_2,2024-03-25,116
current meter_3,Store_2,2024-04-01,78
current meter_3,Store_2,2024-04-08,93
current meter_3,Store_2,2024-04-15,109
current meter_3,Store_2,2024-04-22,95
current meter_3,Store_2,2024-04-29,91
current meter_3,Store_2,2024-05-06,95
current meter_3,Store_2,2024-05-13,116
current meter_3,Store_2,2024-05-20,94
current meter_3,Store_2,2024-05-27,92
current meter_3,Store_2,2024-06-03,90
current meter_3,Store_2,2024-06-10,124
current meter_3,Store_2,2024-06-17,123
current meter_3,Store_3,2024-02-26,59
current meter_3,Store_3,2024-03-04,49
current meter_3,Store_3,2024-03-11,33
current meter_3,Store_3,2024-03-18,42
current meter_3,Store_3,2024-03-25,64
current meter_3,Store_3,2024-04-01,20
current meter_3,Store_3,2024-04-08,47
current meter_3,Store_3,2024-04-15,58
current meter_3,Store_3,2024-04-22,38
current meter_3,Store_3,2024-04-29,42
current meter_3,Store_3,2024-05-06,46
current meter_3,Store_3,2024-05-13,63
current meter_3,Store_3,2024-05-20,40
current meter_3,Store_3,2024-05-27,46
current meter_3,Store_3,2024-06-03,42
current meter_3,Store_3,2024-06-10,72
current meter_3,Store_3,2024-06-17,70
current meter_3,Store_4,2024-02-26,94
current meter_3,Store_4,2024-03-04,84
current meter_3,Store_4,2024-03-11,73
current meter_3,Store_4,2024-03-18,78
current meter_3,Store_4,2024-03-25,97
current meter_3,Store_4,2024-04-01,61
current meter_3,Store_4,2024-04-08,86
current meter_3,Store_4,2024-04-15,89
current meter_3,Store_4,2024-04-22,79
current meter_3,Store_4,2024-04-29,80
current meter_3,Store_4,2024-05-06,81
current meter_3,Store_4,2024-05-13,98
current meter_3,Store_4,2024-05-20,77
current meter_3,Store_4,2024-05-27,83
current meter_3,Store_4,2024-06-03,76
current meter_3,Store_4,2024-06-10,106
current meter_3,Store_4,2024-06-17,101
current meter_3,Store_5,2024-02-26,65
current meter_3,Store_5,2024-03-04,56
current meter_3,Store_5,2024-03-11,42
current meter_3,Store_5,2024-03-18,52
current meter_3,Store_5,2024-03-25,69
current meter_3,Store_5,2024-04-01,32
current meter_3,Store_5,2024-04-08,56
current meter_3,Store_5,2024-04-15,65
current meter_3,Store_5,2024-04-22,45
current meter_3,Store_5,2024-04-29,51
current meter_3,Store_5,2024-05-06,55
current meter_3,Store_5,2024-05-13,67
current meter_3,Store_5,2024-05-20,48
current meter_3,Store_5,2024-05-27,53
current meter_3,Store_5,2024-06-03,52
current meter_3,Store_5,2024-06-10,74
current meter_3,Store_5,2024-06-17,71
current meter_3,Store_6,2024-02-26,49
current meter_3,Store_6,2024-03-04,45
current meter_3,Store_6,2024-03-11,20
current meter_3,Store_6,2024-03-18,29
current meter_3,Store_6,2024-03-25,61
current meter_3,Store_6,2024-04-01,13
current meter_3,Store_6,2024-04-08,27
current meter_3,Store_6,2024-04-15,57
current meter_3,Store_6,2024-04-22,32
current meter_3,Store_6,2024-04-29,27
current meter_3,Store_6,2024-05-06,38
current meter_3,Store_6,2024-05-13,58
current meter_3,Store_6,2024-05-20,33
current meter_3,Store_6,2024-05-27,30
current meter_3,Store_6,2024-06-03,34
current meter_3,Store_6,2024-06-10,66
current meter_3,Store_6,2024-06-17,68
current meter_3,Store_7,2024-02-26,59
current meter_3,Store_7,2024-03-04,55
current meter_3,Store_7,2024-03-11,39
current meter_3,Store_7,2024-03-18,49
current meter_3,Store_7,2024-03-25,66
current meter_3,Store_7,2024-04-01,32
current meter_3,Store_7,2024-04-08,47
current meter_3,Store_7,2024-04-15,67
current meter_3,Store_7,2024-04-22,42
current meter_3,Store_7,2024-04-29,45
current meter_3,Store_7,2024-05-06,55
current meter_3,Store_7,2024-05-13,62
current meter_3,Store_7,2024-05-20,46
current meter_3,Store_7,2024-05-27,48
current meter_3,Store_7,2024-06-03,52
current meter_3,Store_7,2024-06-10,67
current meter_3,Store_7,2024-06-17,67
current meter_3,Store_8,2024-02-26,43
current meter_3,Store_8,2024-03-04,30
current meter_3,Store_8,2024-03-11,12
current meter_3,Store_8,2024-03-18,24
current meter_3,Store_8,2024-03-25,47
current meter_3,Store_8,2024-04-01,7
current meter_3,Store_8,2024-04-08,29
current meter_3,Store_8,2024-04-15,41
current meter_3,Store_8,2024-04-22,14
current meter_3,Store_8,2024-04-29,25
current meter_3,Store_8,2024-05-06,27
current meter_3,Store_8,2024-05-13,47
current meter_3,Store_8,2024-05-20,21
current meter_3,Store_8,2024-05-27,29
current meter_3,Store_8,2024-06-03,23
current meter_3,Store_8,2024-06-10,58
current meter_3,Store_8,2024-06-17,60
drilling machine_1,Store_1,2024-02-26,123
drilling machine_1,Store_1,2024-03-04,114
drilling machine_1,Store_1,2024-03-11,104
drilling machine_1,Store_1,2024-03-18,112
drilling machine_1,Store_1,2024-03-25,125
drilling machine_1,Store_1,2024-04-01,92
drilling machine_1,Store_1,2024-04-08,116
drilling machine_1,Store_1,2024-04-15,121
drilling machine_1,Store_1,2024-04-22,104
drilling machine_1,Store_1,2024-04-29,112
drilling machine_1,Store_1,2024-05-06,113
drilling machine_1,Store_1,2024-05-13,124
drilling machine_1,Store_1,2024-05-20,108
drilling machine_1,Store_1,2024-05-27,114
drilling machine_1,Store_1,2024-06-03,111
drilling machine_1,Store_1,2024-06-10,131
drilling machine_1,Store_1,2024-06-17,129
drilling machine_1,Store_2,2024-02-26,126
drilling machine_1,Store_2,2024-03-04,118
drilling machine_1,Store_2,2024-03-11,95
drilling machine_1,Store_2,2024-03-18,107
drilling machine_1,Store_2,2024-03-25,135
drilling machine_1,Store_2,2024-04-01,85
drilling machine_1,Store_2,2024-04-08,108
drilling machine_1,Store_2,2024-04-15,131
drilling machine_1,Store_2,2024-04-22,104
drilling machine_1,Store_2,2024-04-29,105
drilling machine_1,Store_2,2024-05-06,113
drilling machine_1,Store_2,2024-05-13,132
drilling machine_1,Store_2,2024-05-20,106
drilling machine_1,Store_2,2024-05-27,108
drilling machine_1,Store_2,2024-06-03,109
drilling machine_1,Store_2,2024-06-10,141
drilling machine_1,Store_2,2024-06-17,140
drilling machine_1,Store_3,2024-02-26,122
drilling machine_1,Store_3,2024-03-04,115
drilling machine_1,Store_3,2024-03-11,96
drilling machine_1,Store_3,2024-03-18,108
drilling machine_1,Store_3,2024-03-25,128
drilling machine_1,Store_3,2024-04-01,85
drilling machine_1,Store_3,2024-04-08,108
drilling machine_1,Store_3,2024-04-15,126
drilling machine_1,Store_3,2024-04-22,99
drilling machine_1,Store_3,2024-04-29,107
drilling machine_1,Store_3,2024-05-06,112
drilling machine_1,Store_3,2024-05-13,125
drilling machine_1,Store_3,2024-05-20,106
drilling machine_1,Store_3,2024-05-27,109
drilling machine_1,Store_3,2024-06-03,109
drilling machine_1,Store_3,2024-06-10,133
drilling machine_1,Store_3,2024-06-17,136
drilling machine_1,Store_4,2024-02-26,58
drilling machine_1,Store_4,2024-03-04,55
drilling machine_1,Store_4,2024-03-11,38
drilling machine_1,Store_4,2024-03-18,47
drilling machine_1,Store_4,2024-03-25,66
drilling machine_1,Store_4,2024-04-01,33
drilling machine_1,Store_4,2024-04-08,43
drilling machine_1,Store_4,2024-04-15,66
drilling machine_1,Store_4,2024-04-22,43
drilling machine_1,Store_4,2024-04-29,42
drilling machine_1,Store_4,2024-05-06,54
drilling machine_1,Store_4,2024-05-13,62
drilling machine_1,Store_4,2024-05-20,46
drilling machine_1,Store_4,2024-05-27,46
drilling machine_1,Store_4,2024-06-03,52
drilling machine_1,Store_4,2024-06-10,66
drilling machine_1,Store_4,2024-06-17,67
drilling machine_1,Store_5,2024-02-26,131
drilling machine_1,Store_5,2024-03-04,125
drilling machine_1,Store_5,2024-03-11,109
drilling machine_1,Store_5,2024-03-18,115
drilling machine_1,Store_5,2024-03-25,137
drilling machine_1,Store_5,2024-04-01,103
drilling machine_1,Store_5,2024-04-08,118
drilling machine_1,Store_5,2024-04-15,131
drilling machine_1,Store_5,2024-04-22,118
drilling machine_1,Store_5,2024-04-29,115
drilling machine_1,Store_5,2024-05-06,119
drilling machine_1,Store_5,2024-05-13,137
drilling machine_1,Store_5,2024-05-20,117
drilling machine_1,Store_5,2024-05-27,117
drilling machine_1,Store_5,2024-06-03,116
drilling machine_1,Store_5,2024-06-10,143
drilling machine_1,Store_5,2024-06-17,142
drilling machine_1,Store_6,2024-02-26,98
drilling machine_1,Store_6,2024-03-04,84
drilling machine_1,Store_6,2024-03-11,66
drilling machine_1,Store_6,2024-03-18,80
drilling machine_1,Store_6,2024-03-25,101
drilling machine_1,Store_6,2024-04-01,47
drilling machine_1,Store_6,2024-04-08,84
drilling machine_1,Store_6,2024-04-15,95
drilling machine_1,Store_6,2024-04-22,66
drilling machine_1,Store_6,2024-04-29,80
drilling machine_1,Store_6,2024-05-06,82
drilling machine_1,Store_6,2024-05-13,100
drilling machine_1,Store_6,2024-05-20,74
drilling machine_1,Store_6,2024-05-27,84
drilling machine_1,Store_6,2024-06-03,78
drilling machine_1,Store_6,2024-06-10,110
drilling machine_1,Store_6,2024-06-17,111
drilling machine_1,Store_7,2024-02-26,136
drilling machine_1,Store_7,2024-03-04,134
drilling machine_1,Store_7,2024-03-11,124
drilling machine_1,Store_7,2024-03-18,127
drilling machine_1,Store_7,2024-03-25,141
drilling machine_1,Store_7,2024-04-01,121
drilling machine_1,Store_7,2024-04-08,128
drilling machine_1,Store_7,2024-04-15,137
drilling machine_1,Store_7,2024-04-22,130
drilling machine_1,Store_7,2024-04-29,127
drilling machine_1,Store_7,2024-05-06,130
drilling machine_1,Store_7,2024-05-13,140
drilling machine_1,Store_7,2024-05-20,129
drilling machine_1,Store_7,2024-05-27,128
drilling machine_1,Store_7,2024-06-03,128
drilling machine_1,Store_7,2024-06-10,144
drilling machine_1,Store_7,2024-06-17,144
drilling machine_1,Store_8,2024-02-26,37
drilling machine_1,Store_8,2024-03-04,35
drilling machine_1,Store_8,2024-03-11,16
drilling machine_1,Store_8,2024-03-18,22
drilling machine_1,Store_8,2024-03-25,46
drilling machine_1,Store_8,2024-04-01,11
drilling machine_1,Store_8,2024-04-08,21
drilling machine_1,Store_8,2024-04-15,42
drilling machine_1,Store_8,2024-04-22,25
drilling machine_1,Store_8,2024-04-29,21
drilling machine_1,Store_8,2024-05-06,28
drilling machine_1,Store_8,2024-05-13,45
drilling machine_1,Store_8,2024-05-20,27
drilling machine_1,Store_8,2024-05-27,23
drilling machine_1,Store_8,2024-06-03,26
drilling machine_1,Store_8,2024-06-10,50
drilling machine_1,Store_8,2024-06-17,54
drilling machine_2,Store_1,2024-02-26,43
drilling machine_2,Store_1,2024-03-04,32
drilling machine_2,Store_1,2024-03-11,12
drilling machine_2,Store_1,2024-03-18,23
drilling machine_2,Store_1,2024-03-25,49
drilling machine_2,Store_1,2024-04-01,1
drilling machine_2,Store_1,2024-04-08,27
drilling machine_2,Store_1,2024-04-15,43
drilling machine_2,Store_1,2024-04-22,19
drilling machine_2,Store_1,2024-04-29,23
drilling machine_2,Store_1,2024-05-06,28
drilling machine_2,Store_1,2024-05-13,48
drilling machine_2,Store_1,2024-05-20,22
drilling machine_2,Store_1,2024-05-27,26
drilling machine_2,Store_1,2024-06-03,24
drilling machine_2,Store_1,2024-06-10,57
drilling machine_2,Store_1,2024-06-17,56
drilling machine_2,Store_2,2024-02-26,128
drilling machine_2,Store_2,2024-03-04,117
drilling machine_2,Store_2,2024-03-11,108
drilling machine_2,Store_2,2024-03-18,115
drilling machine_2,Store_2,2024-03-25,131
drilling machine_2,Store_2,2024-04-01,95
drilling machine_2,Store_2,2024-04-08,120
drilling machine_2,Store_2,2024-04-15,125
drilling machine_2,Store_2,2024-04-22,111
drilling machine_2,Store_2,2024-04-29,114
drilling machine_2,Store_2,2024-05-06,118
drilling machine_2,Store_2,2024-05-13,130
drilling machine_2,Store_2,2024-05-20,111
drilling machine_2,Store_2,2024-05-27,118
drilling machine_2,Store_2,2024-06-03,114
drilling machine_2,Store_2,2024-06-10,137
drilling machine_2,Store_2,2024-06-17,132
drilling machine_2,Store_3,2024-02-26,201
drilling machine_2,Store_3,2024-03-04,193
drilling machine_2,Store_3,2024-03-11,183
drilling machine_2,Store_3,2024-03-18,188
drilling machine_2,Store_3,2024-03-25,204
drilling machine_2,Store_3,2024-04-01,172
drilling machine_2,Store_3,2024-04-08,192
drilling machine_2,Store_3,2024-04-15,197
drilling machine_2,Store_3,2024-04-22,187
drilling machine_2,Store_3,2024-04-29,190
drilling machine_2,Store_3,2024-05-06,189
drilling machine_2,Store_3,2024-05-13,205
drilling machine_2,Store_3,2024-05-20,188
drilling machine_2,Store_3,2024-05-27,193
drilling machine_2,Store_3,2024-06-03,187
drilling machine_2,Store_3,2024-06-10,211
drilling machine_2,Store_3,2024-06-17,212
drilling machine_2,Store_4,2024-02-26,150
drilling machine_2,Store_4,2024-03-04,144
drilling machine_2,Store_4,2024-03-11,126
drilling machine_2,Store_4,2024-03-18,138
drilling machine_2,Store_4,2024-03-25,156
drilling machine_2,Store_4,2024-04-01,115
drilling machine_2,Store_4,2024-04-08,136
drilling machine_2,Store_4,2024-04-15,155
drilling machine_2,Store_4,2024-04-22,127
drilling machine_2,Store_4,2024-04-29,136
drilling machine_2,Store_4,2024-05-06,142
drilling machine_2,Store_4,2024-05-13,153
drilling machine_2,Store_4,2024-05-20,136
drilling machine_2,Store_4,2024-05-27,138
drilling machine_2,Store_4,2024-06-03,140
drilling machine_2,Store_4,2024-06-10,160
drilling machine_2,Store_4,2024-06-17,164
drilling machine_2,Store_5,2024-02-26,79
drilling machine_2,Store_5,2024-03-04,67
drilling machine_2,Store_5,2024-03-11,49
drilling machine_2,Store_5,2024-03-18,59
drilling machine_2,Store_5,2024-03-25,84
drilling machine_2,Store_5,2024-04-01,33
drilling machine_2,Store_5,2024-04-08,65
drilling machine_2,Store_5,2024-04-15,77
drilling machine_2,Store_5,2024-04-22,54
drilling machine_2,Store_5,2024-04-29,61
drilling machine_2,Store_5,2024-05-06,63
drilling machine_2,Store_5,2024-05-13,84
drilling machine_2,Store_5,2024-05-20,57
drilling machine_2,Store_5,2024-05-27,64
drilling machine_2,Store_5,2024-06-03,59
drilling machine_2,Store_5,2024-06-10,94
drilling machine_2,Store_5,2024-06-17,93
drilling machine_2,Store_6,2024-02-26,39
drilling machine_2,Store_6,2024-03-04,30
drilling machine_2,Store_6,2024-03-11,19
drilling machine_2,Store_6,2024-03-18,26
drilling machine_2,Store_6,2024-03-25,42
drilling machine_2,Store_6,2024-04-01,8
drilling machine_2,Store_6,2024-04-08,31
drilling machine_2,Store_6,2024-04-15,37
drilling machine_2,Store_6,2024-04-22,22
drilling machine_2,Store_6,2024-04-29,27
drilling machine_2,Store_6,2024-05-06,28
drilling machine_2,Store_6,2024-05-13,42
drilling machine_2,Store_6,2024-05-20,24
drilling machine_2,Store_6,2024-05-27,29
drilling machine_2,Store_6,2024-06-03,25
drilling machine_2,Store_6,2024-06-10,49
drilling machine_2,Store_6,2024-06-17,47
drilling machine_2,Store_7,2024-02-26,146
drilling machine_2,Store_7,2024-03-04,139
drilling machine_2,Store_7,2024-03-11,121
drilling machine_2,Store_7,2024-03-18,135
drilling machine_2,Store_7,2024-03-25,152
drilling machine_2,Store_7,2024-04-01,110
drilling machine_2,Store_7,2024-04-08,133
drilling machine_2,Store_7,2024-04-15,153
drilling machine_2,Store_7,2024-04-22,123
drilling machine_2,Store_7,2024-04-29,131
drilling machine_2,Store_7,2024-05-06,140
drilling machine_2,Store_7,2024-05-13,148
drilling machine_2,Store_7,2024-05-20,129
drilling machine_2,Store_7,2024-05-27,134
drilling machine_2,Store_7,2024-06-03,137
drilling machine_2,Store_7,2024-06-10,155
drilling machine_2,Store_7,2024-06-17,155
drilling machine_2,Store_8,2024-02-26,106
drilling machine_2,Store_8,2024-03-04,94
drilling machine_2,Store_8,2024-03-11,83
drilling machine_2,Store_8,2024-03-18,95
drilling machine_2,Store_8,2024-03-25,107
drilling machine_2,Store_8,2024-04-01,68
drilling machine_2,Store_8,2024-04-08,99
drilling machine_2,Store_8,2024-04-15,104
drilling machine_2,Store_8,2024-04-22,80
drilling machine_2,Store_8,2024-04-29,95
drilling machine_2,Store_8,2024-05-06,95
drilling machine_2,Store_8,2024-05-13,106
drilling machine_2,Store_8,2024-05-20,87
drilling machine_2,Store_8,2024-05-27,97
drilling machine_2,Store_8,2024-06-03,93
drilling machine_2,Store_8,2024-06-10,114
drilling machine_2,Store_8,2024-06-17,112
drilling machine_3,Store_1,2024-02-26,144
drilling machine_3,Store_1,2024-03-04,131
drilling machine_3,Store_1,2024-03-11,115
drilling machine_3,Store_1,2024-03-18,117
drilling machine_3,Store_1,2024-03-25,151
drilling machine_3,Store_1,2024-04-01,98
drilling machine_3,Store_1,2024-04-08,131
drilling machine_3,Store_1,2024-04-15,135
drilling machine_3,Store_1,2024-04-22,127
drilling machine_3,Store_1,2024-04-29,121
drilling machine_3,Store_1,2024-05-06,124
drilling machine_3,Store_1,2024-05-13,151
drilling machine_3,Store_1,2024-05-20,122
drilling machine_3,Store_1,2024-05-27,128
drilling machine_3,Store_1,2024-06-03,115
drilling machine_3,Store_1,2024-06-10,164
drilling machine_3,Store_1,2024-06-17,160
drilling machine_3,Store_2,2024-02-26,119
drilling machine_3,Store_2,2024-03-04,112
drilling machine_3,Store_2,2024-03-11,83
drilling machine_3,Store_2,2024-03-18,96
drilling machine_3,Store_2,2024-03-25,132
drilling machine_3,Store_2,2024-04-01,73
drilling machine_3,Store_2,2024-04-08,95
drilling machine_3,Store_2,2024-04-15,127
drilling machine_3,Store_2,2024-04-22,95
drilling machine_3,Store_2,2024-04-29,93
drilling machine_3,Store_2,2024-05-06,105
drilling machine_3,Store_2,2024-05-13,129
drilling machine_3,Store_2,2024-05-20,98
drilling machine_3,Store_2,2024-05-27,96
drilling machine_3,Store_2,2024-06-03,100
drilling machine_3,Store_2,2024-06-10,138
drilling machine_3,Store_2,2024-06-17,139
drilling machine_3,Store_3,2024-02-26,113
drilling machine_3,Store_3,2024-03-04,106
drilling machine_3,Store_3,2024-03-11,83
drilling machine_3,Store_3,2024-03-18,93
drilling machine_3,Store_3,2024-03-25,121
drilling machine_3,Store_3,2024-04-01,74
drilling machine_3,Store_3,2024-04-08,94
drilling machine_3,Store_3,2024-04-15,117
drilling machine_3,Store_3,2024-04-22,92
drilling machine_3,Store_3,2024-04-29,93
drilling machine_3,Store_3,2024-05-06,100
drilling machine_3,Store_3,2024-05-13,119
drilling machine_3,Store_3,2024-05-20,95
drilling machine_3,Store_3,2024-05-27,96
drilling machine_3,Store_3,2024-06-03,96
drilling machine_3,Store_3,2024-06-10,128
drilling machine_3,Store_3,2024-06-17,129
drilling machine_3,Store_4,2024-02-26,258
drilling machine_3,Store_4,2024-03-04,251
drilling machine_3,Store_4,2024-03-11,232
drilling machine_3,Store_4,2024-03-18,241
drilling machine_3,Store_4,2024-03-25,266
drilling machine_3,Store_4,2024-04-01,223
drilling machine_3,Store_4,2024-04-08,243
drilling machine_3,Store_4,2024-04-15,261
drilling machine_3,Store_4,2024-04-22,240
drilling machine_3,Store_4,2024-04-29,240
drilling machine_3,Store_4,2024-05-06,246
drilling machine_3,Store_4,2024-05-13,264
drilling machine_3,Store_4,2024-05-20,242
drilling machine_3,Store_4,2024-05-27,243
drilling machine_3,Store_4,2024-06-03,242
drilling machine_3,Store_4,2024-06-10,272
drilling machine_3,Store_4,2024-06-17,272
drilling machine_3,Store_5,2024-02-26,110
drilling machine_3,Store_5,2024-03-04,105
drilling machine_3,Store_5,2024-03-11,81
drilling machine_3,Store_5,2024-03-18,93
drilling machine_3,Store_5,2024-03-25,120
drilling machine_3,Store_5,2024-04-01,72
drilling machine_3,Store_5,2024-04-08,91
drilling machine_3,Store_5,2024-04-15,118
drilling machine_3,Store_5,2024-04-22,89
drilling machine_3,Store_5,2024-04-29,89
drilling machine_3,Store_5,2024-05-06,101
drilling machine_3,Store_5,2024-05-13,116
drilling machine_3,Store_5,2024-05-20,92
drilling machine_3,Store_5,2024-05-27,93
drilling machine_3,Store_5,2024-06-03,97
drilling machine_3,Store_5,2024-06-10,124
drilling machine_3,Store_5,2024-06-17,126
drilling machine_3,Store_6,2024-02-26,104
drilling machine_3,Store_6,2024-03-04,99
drilling machine_3,Store_6,2024-03-11,73
drilling machine_3,Store_6,2024-03-18,79
drilling machine_3,Store_6,2024-03-25,116
drilling machine_3,Store_6,2024-04-01,69
drilling machine_3,Store_6,2024-04-08,82
drilling machine_3,Store_6,2024-04-15,108
drilling machine_3,Store_6,2024-04-22,90
drilling machine_3,Store_6,2024-04-29,80
drilling machine_3,Store_6,2024-05-06,87
drilling machine_3,Store_6,2024-05-13,115
drilling machine_3,Store_6,2024-05-20,88
drilling machine_3,Store_6,2024-05-27,82
drilling machine_3,Store_6,2024-06-03,82
drilling machine_3,Store_6,2024-06-10,125
drilling machine_3,Store_6,2024-06-17,126
drilling machine_3,Store_7,2024-02-26,102
drilling machine_3,Store_7,2024-03-04,97
drilling machine_3,Store_7,2024-03-11,80
drilling machine_3,Store_7,2024-03-18,91
drilling machine_3,Store_7,2024-03-25,108
drilling machine_3,Store_7,2024-04-01,72
drilling machine_3,Store_7,2024-04-08,89
drilling machine_3,Store_7,2024-04-15,107
drilling machine_3,Store_7,2024-04-22,83
drilling machine_3,Store_7,2024-04-29,88
drilling machine_3,Store_7,2024-05-06,96
drilling machine_3,Store_7,2024-05-13,104
drilling machine_3,Store_7,2024-05-20,88
drilling machine_3,Store_7,2024-05-27,90
drilling machine_3,Store_7,2024-06-03,93
drilling machine_3,Store_7,2024-06-10,110
drilling machine_3,Store_7,2024-06-17,112
drilling machine_3,Store_8,2024-02-26,84
drilling machine_3,Store_8,2024-03-04,77
drilling machine_3,Store_8,2024-03-11,48
drilling machine_3,Store_8,2024-03-18,64
drilling machine_3,Store_8,2024-03-25,98
drilling machine_3,Store_8,2024-04-01,40
drilling machine_3,Store_8,2024-04-08,61
drilling machine_3,Store_8,2024-04-15,96
drilling machine_3,Store_8,2024-04-22,60
drilling machine_3,Store_8,2024-04-29,56
drilling machine_3,Store_8,2024-05-06,74
drilling machine_3,Store_8,2024-05-13,92
drilling machine_3,Store_8,2024-05-20,60
drilling machine_3,Store_8,2024-05-27,61
drilling machine_3,Store_8,2024-06-03,70
drilling machine_3,Store_8,2024-06-10,100
drilling machine_3,Store_8,2024-06-17,96
hammer_1,Store_1,2024-02-26,139
hammer_1,Store_1,2024-03-04,134
hammer_1,Store_1,2024-03-11,119
hammer_1,Store_1,2024-03-18,129
hammer_1,Store_1,2024-03-25,143
hammer_1,Store_1,2024-04-01,111
hammer_1,Store_1,2024-04-08,128
hammer_1,Store_1,2024-04-15,142
hammer_1,Store_1,2024-04-22,121
hammer_1,Store_1,2024-04-29,127
hammer_1,Store_1,2024-05-06,132
hammer_1,Store_1,2024-05-13,141
hammer_1,Store_1,2024-05-20,127
hammer_1,Store_1,2024-05-27,130
hammer_1,Store_1,2024-06-03,130
hammer_1,Store_1,2024-06-10,147
hammer_1,Store_1,2024-06-17,150
hammer_1,Store_2,2024-02-26,105
hammer_1,Store_2,2024-03-04,94
hammer_1,Store_2,2024-03-11,77
hammer_1,Store_2,2024-03-18,88
hammer_1,Store_2,2024-03-25,109
hammer_1,Store_2,2024-04-01,62
hammer_1,Store_2,2024-04-08,92
hammer_1,Store_2,2024-04-15,103
hammer_1,Store_2,2024-04-22,79
hammer_1,Store_2,2024-04-29,89
hammer_1,Store_2,2024-05-06,91
hammer_1,Store_2,2024-05-13,108
hammer_1,Store_2,2024-05-20,86
hammer_1,Store_2,2024-05-27,92
